arm,group,split,case,count,finite_count,nonfinite_count,p50_mm,p95_mm,p99_mm,max_mm,within_3mm,within_10mm,bounds_violations,centroid_dx_mm,centroid_dy_mm,centroid_dz_mm,centered_rms_scale_ratio,plane_p95_mm,beta_step_max_deg,beta_step_gt7deg_rate,endpoint_beta_gap_deg
warmup500,targets,diagnostic,retry17_rounded_rectangle_2,360,360,0,18.230889848993893,28.51583095520246,29.346128983650893,29.399851009985692,0.0,0.041666666666666664,0,-16.18950183342668,6.128942847043348,4.129747524195823,0.99946036072828,13.586503017522588,0.18077803185731248,0.0,0.08532571131956117
warmup500,targets,diagnostic,retry19_exact_seam_rectangle_0,120,120,0,126.45055741884704,156.12019979784682,156.5434917996795,156.56341572670283,0.0,0.0,0,122.50464336556728,1.9962192861702663,-3.4789206188798034,1.3609518003767591,,0.31501188635791855,0.0,0.2509356939590604
warmup500,targets,diagnostic,retry19_exact_seam_rectangle_1,120,120,0,124.42015586053445,155.79521946715982,157.07140028607435,157.19181403645027,0.0,0.0,0,121.02836033913309,1.6758779561271167,-2.6976854088920597,1.4664552448454482,,0.25620397094432196,0.0,0.2098845761804177
warmup500,targets,diagnostic,retry19_exact_seam_rectangle_2,120,120,0,112.97525623737434,146.24056199193862,146.71078737557303,146.7348016977088,0.0,0.0,0,116.29128220309376,-0.857334670081494,-2.3987337021684945,1.8708389135157861,82.15123616256483,0.385702036410663,0.0,0.163524526282954
warmup500,targets,diagnostic,retry19_seam_between_rectangle_0,120,120,0,126.60486510920586,146.30374775122385,146.69874201966945,146.7155540529267,0.0,0.0,0,119.56910445349642,-0.9389237632041488,-3.489691258986085,1.611145137881757,121.63440431071542,0.3087831173556772,0.0,0.2581635248697615
warmup500,targets,diagnostic,retry19_seam_between_rectangle_1,120,120,0,122.90779609025842,144.46564795328226,144.88095576887412,144.9091764271632,0.0,0.0,0,117.81597363818194,1.58765811157394,-2.5995491803172537,1.717242824194951,121.4066971283036,0.27259124894962217,0.0,0.23767098801074626
warmup500,targets,diagnostic,retry19_seam_between_rectangle_2,120,120,0,114.47471434108016,141.95423920380682,142.3470286692882,142.38234569386353,0.0,0.0,0,115.01814927122523,1.8064986781932217,-2.196730190967856,1.9362385049959514,110.32485033714137,0.31886854200059567,0.0,0.22097615889346708
warmup500,targets,diagnostic,retry19_slanted_ellipse,120,120,0,123.57522335546024,144.18690414407595,144.48012443913066,144.51141700467932,0.0,0.0,0,118.62298725305743,1.9310414879193623,-2.846415787324801,1.6604768391707678,121.0501605228137,0.28480544145460324,0.0,0.17310393412872632
warmup500,targets,diagnostic,retry19_spiral_3d,120,120,0,124.01878376136608,158.35497541248347,160.8466191197977,161.65018767950207,0.0,0.0,0,123.73888957521315,-0.3571423893141569,-2.5411601491999156,1.4211986939359529,,0.3867192810297453,0.0,1.3082659595684667
warmup500,targets,diagnostic,retry19_star,120,120,0,120.77612822744126,141.83354514706377,142.27968985459844,142.30115860259525,0.0,0.0,0,120.86901073134423,1.1358154919933352,-2.623183030531188,1.7777672847973551,115.20705032786402,0.3378619240404392,0.0,0.20687938632710465
warmup500,targets,diagnostic,retry19_zero_to_boundary_0,120,120,0,26.17359456809511,36.87993056969143,37.04158797461423,37.05130702826374,0.0,0.0,0,6.894207800000096,12.775850665513001,-14.052253154267976,1.06931025556804,22.383844998942664,0.1611075139344989,0.0,11.985823209091002
warmup500,targets,diagnostic,retry19_zero_to_boundary_1,120,120,0,30.05524676479059,33.588521220539945,33.679108266215295,33.68352843917377,0.0,0.0,0,-7.32185681177185,-12.910748439566104,-18.99709050827484,1.0427780799244366,3.7401730845976355,0.16390533017326536,0.0,9.576045384998586
warmup500,targets,diagnostic,retry19_zero_to_boundary_2,120,120,0,31.092635913330742,35.51707864279398,35.611159214590366,35.62164528807942,0.0,0.0,0,-7.314726088707579,-12.47319937340456,-19.42510345565452,1.0505916416905685,5.429946385391161,0.1626865682932412,0.0,9.931426103929875
warmup500,targets,diagnostic,off_grid_test,3000,3000,0,18.30632695072901,46.73253121763923,80.324346831033,141.53959606600927,0.004333333333333333,0.19,0,,,,,,,,
warmup500,targets,diagnostic,large_star,407,407,0,22.282965283960042,50.230775616342854,67.93192098095925,80.00713777708785,0.0,0.09828009828009827,0,0.41007217279778746,5.4257215642381285,1.5223437163626907,0.9857524880170154,27.81519436405599,0.7992434436306219,0.0,0.5982622991777935
warmup500,targets,diagnostic,large_helix,523,523,0,19.04891722540002,39.75215266535312,52.98622114245215,53.76356561326065,0.0,0.1586998087954111,0,-1.1763457614247106,2.4339475734342253,-0.9464048851645808,0.9997210646650814,,0.3502145345978188,0.0,9.861995630191108
warmup500,targets,diagnostic,large_tapered_helix,574,574,0,40.220700854234,55.830885131859375,59.27290674003701,59.88526043767052,0.0,0.020905923344947737,0,16.48590570864451,1.9929820990168021,1.0218217863909689,0.9333494943425072,,0.09766183337339755,0.0,2.82044124039214
warmup500,targets,diagnostic,circle_u100_center25_r5,128,128,0,94.99125275889722,96.90407237166677,96.92912827681545,96.93114053240043,0.0,0.0,0,91.56399756310529,24.51914729980422,-4.24767286954405,1.8719332410693836,94.58067431751518,0.03385223846568809,0.0,0.033404067332365506
warmup500,targets,diagnostic,circle_u100_center25_r10,128,128,0,94.4913472940346,98.27861044864379,98.33072661072337,98.33360132273695,0.0,0.0,0,90.822589801062,24.135095514998824,-4.23401409572149,1.8654776333174141,96.81510751621492,0.06804894791721225,0.0,0.06629200181514548
warmup500,targets,diagnostic,circle_u100_center25_r20,128,128,0,92.52624214464873,99.84656174868283,99.9410666914513,99.95005740606979,0.0,0.0,0,87.91813890044146,22.660999127776172,-4.1793046979939055,1.840247685296861,99.45494131494715,0.13712713997530063,0.0,0.1301931572763088
warmup500,targets,diagnostic,circle_u100_center25_r40,128,128,0,85.1795632640427,97.97244476115272,98.15864852885433,98.16944015714967,0.0,0.0,0,77.22056218783258,17.645122883484166,-3.9604291454315006,1.7480931445760028,96.68338266689948,0.27529184838452836,0.0,0.24855830788021993
warmup500,targets,diagnostic,circle_u100_center350_r5,128,128,0,13.512186444447458,14.510776870326376,14.523522099736356,14.52431153279491,0.0,0.0,0,-4.696672936749745,10.926933385035197,6.323982630197336,0.931380775579396,5.665397170068475,0.015603994045717256,0.0,0.004757653643737007
warmup500,targets,diagnostic,circle_u100_center350_r10,128,128,0,13.473861411546263,15.347633683257671,15.369835062965414,15.370959445765113,0.0,0.0,0,-4.639923373969578,10.754381255429028,6.316839661496529,0.9310637579962501,6.556054501974851,0.03130830649486907,0.0,0.009024760966849583
warmup500,targets,diagnostic,circle_u100_center350_r20,128,128,0,13.32008740040485,16.575969420695294,16.60308859033757,16.605424090837925,0.0,0.2578125,0,-4.416318420133302,10.067186298102701,6.288178172397416,0.9298052379038775,8.14250871587715,0.06303496207640143,0.0,0.016179944411393293
warmup500,targets,diagnostic,circle_u100_center350_r40,128,128,0,12.691079023117318,17.482372042016113,17.514547275759607,17.517079130004774,0.0,0.40625,0,-3.5741612811287706,7.366300351381028,6.172502697485062,0.9249025509772558,10.516617552747942,0.12785174975252994,0.0,0.02544261474085617
warmup500,targets,diagnostic,circle_u150_center25_r5,128,128,0,140.30128945946188,143.57313391108937,143.61861591454513,143.62099156577827,0.0,0.0,0,137.72911963322392,26.104811965750493,1.105579264225475,2.2005438832389053,142.03606546825242,0.04070093718154731,0.0,0.040220476062119224
warmup500,targets,diagnostic,circle_u150_center25_r10,128,128,0,139.53270048605646,146.05345864518878,146.14426907953882,146.14908034682188,0.0,0.0,0,136.71423466313215,25.48620622383103,1.0440571545307131,2.190458017228133,145.27683805704086,0.08179533061188438,0.0,0.07990528920249491
warmup500,targets,diagnostic,circle_u150_center25_r20,128,128,0,136.5261000707978,149.23276038815527,149.4005802844686,149.41418152489265,0.0,0.0,0,132.74384731596857,23.125694076142697,0.8122557127323106,2.151111442507713,149.1493556527859,0.1648224164714718,0.0,0.15737799052383392
warmup500,targets,diagnostic,circle_u150_center25_r40,128,128,0,125.48227567286904,147.71012222199212,148.02317711753727,148.0412106076726,0.0,0.0,0,118.21243711161,15.274164775473952,0.07764800210718865,2.0085286172096417,145.0012178307112,0.33174499605080354,0.0,0.30281963850368876
